FisheriesGuild,StockKeyLabel,Year,Metric,Value
benthic,ank.27.8c9a,1980,F/F[MSY],0.79
benthic,ank.27.8c9a,1981,F/F[MSY],0.82
benthic,ank.27.8c9a,1982,F/F[MSY],0.85
benthic,ank.27.8c9a,1983,F/F[MSY],0.87
benthic,ank.27.8c9a,1984,F/F[MSY],0.87
benthic,ank.27.8c9a,1985,F/F[MSY],0.85
benthic,ank.27.8c9a,1986,F/F[MSY],0.91
benthic,ank.27.8c9a,1987,F/F[MSY],1.08
benthic,ank.27.8c9a,1988,F/F[MSY],1.29
benthic,ank.27.8c9a,1989,F/F[MSY],1.29
benthic,ank.27.8c9a,1990,F/F[MSY],1.23
benthic,ank.27.8c9a,1991,F/F[MSY],1.25
benthic,ank.27.8c9a,1992,F/F[MSY],1.31
benthic,ank.27.8c9a,1993,F/F[MSY],1.5
benthic,ank.27.8c9a,1994,F/F[MSY],1.49
benthic,ank.27.8c9a,1995,F/F[MSY],1.38
benthic,ank.27.8c9a,1996,F/F[MSY],1.28
benthic,ank.27.8c9a,1997,F/F[MSY],1.1
benthic,ank.27.8c9a,1998,F/F[MSY],1.01
benthic,ank.27.8c9a,1999,F/F[MSY],0.93
benthic,ank.27.8c9a,2000,F/F[MSY],0.83
benthic,ank.27.8c9a,2001,F/F[MSY],0.78
benthic,ank.27.8c9a,2002,F/F[MSY],0.73
benthic,ank.27.8c9a,2003,F/F[MSY],0.74
benthic,ank.27.8c9a,2004,F/F[MSY],0.81
benthic,ank.27.8c9a,2005,F/F[MSY],0.8
benthic,ank.27.8c9a,2006,F/F[MSY],0.74
benthic,ank.27.8c9a,2007,F/F[MSY],0.69
benthic,ank.27.8c9a,2008,F/F[MSY],0.58
benthic,ank.27.8c9a,2009,F/F[MSY],0.47
benthic,ank.27.8c9a,2010,F/F[MSY],0.4
benthic,ank.27.8c9a,2011,F/F[MSY],0.37
benthic,ank.27.8c9a,2012,F/F[MSY],0.39
benthic,ank.27.8c9a,2013,F/F[MSY],0.37
benthic,ank.27.8c9a,2014,F/F[MSY],0.33
benthic,ank.27.8c9a,2015,F/F[MSY],0.3
benthic,ank.27.8c9a,2016,F/F[MSY],0.28
benthic,ank.27.8c9a,2017,F/F[MSY],0.26
benthic,ank.27.8c9a,2018,F/F[MSY],0.24
benthic,ank.27.8c9a,2019,F/F[MSY],0.22
benthic,ank.27.8c9a,1980,SSB/MSY~B[trigger],2.82
benthic,ank.27.8c9a,1981,SSB/MSY~B[trigger],2.88
benthic,ank.27.8c9a,1982,SSB/MSY~B[trigger],2.94
benthic,ank.27.8c9a,1983,SSB/MSY~B[trigger],3.04
benthic,ank.27.8c9a,1984,SSB/MSY~B[trigger],2.66
